,type,sport,urlname,url
988,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/akira-jacobs_1901906
989,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/gui-santos_1952482
990,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/sarah-michel-boury_1573452
991,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/arnaldo-toro_1562033
992,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/amy-okonkwo_1925905
993,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/sunday-dech_1966022
994,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/syla-swords_1975020
995,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kai-toews_1901921
996,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/wenyen-gabriel_1966032
997,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/aaliyah-edwards_1974950
998,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/carlik-jones_1966622
999,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/oscar-da-silva_1898825
1000,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/stephen-thompson-jr1926485
1001,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/marianna-tolo_1939964
1002,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/guerschon-yabusele_1573638
1003,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/cristiano-felicio_1952468
1004,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nick-calathes_1961259
1005,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/pallas-kunaiyi-akpanah_1925856
1006,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jock-landale_1940025
1007,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/maite-cazorla_1958479
1008,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jayson-tatum_1954684
1009,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/dwight-powell_1975003
1010,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/dennis-schroder_1898800
1011,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/isobel-borlase_1939954
1012,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/makoto-hiejima_1901958
1013,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/billie-massey_1895624
1014,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nicolas-batum_1573628
1015,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/vasilis-toliopoulos_1961279
1016,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/sami-hill_1974965
1017,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/will-magnay_1940039
1018,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jade-melbourne_1939955
1019,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/uros-plavsic_1948421
1020,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ivana-raca_1948732
1021,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/emily-bessoir_1898832
1022,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/xinyu-luo_1901748
1023,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/valeriane-ayayi_1573439
1024,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/marial-shayok_1969315
1025,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/breanna-stewart_1954752
1026,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kelly-olynyk_1974993
1027,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kayla-alexander_1974916
1028,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/rj-barrett_1974922
1029,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/dillon-brooks_1974936
1030,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jewell-loyd_1954742
1031,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/luguentz-dort_1974948
1032,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kostas-papanikolaou_1961276
1033,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/alanna-smith_1939943
1034,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nirra-fields_1974954
1035,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/andrew-albicy_1573627
1036,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/khem-birch_1974931
1037,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/duop-reath_1940020
1038,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/matthew-dellavedova_1940200
1039,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nevena-jovanovic_1948694
1040,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/joao-cardoso_1952485
1041,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ognjen-dobric_1948407
1042,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/bogdan-bogdanovic_1948404
1043,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/alexia-chery_1573442
1044,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/melvin-ejim_1974951
1045,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jordan-howard_1926536
1046,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/bilal-coulibaly_1573642
1047,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/yueru-li_1901747
1048,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jack-mcveigh_1940023
1049,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nako-motohashi_1901886
1050,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/joel-embiid_1954683
1051,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/brittney-griner_1954735
1052,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/trey-lyles_1974979
1053,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/hugh-watanabe_1901955
1054,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/lauren-ebo_1925840
1055,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nadija-smailbegovic_1948735
1056,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/yuki-kawamura_1901919
1057,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/vanja-marinkovic_1948416
1058,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/himawari-akaho_1901882
1059,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kia-nurse_1974990
1060,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/anthony-edwards_1954701
1061,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/asami-yoshida_1901887
1062,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/amy-atwell_1939946
1063,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nickeil-alexander-walker_1974918
1064,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/blessing-ejiofor_1916925
1065,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/andrea-vilaro_1958572
1066,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ifunanya-okoro_1925944
1067,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ismael-romero_1926541
1068,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/victor-wembanyama_1573639
1069,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/aleksa-avramovic_1948402
1070,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nyara-sabally_1898830
1071,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jrue-holiday_1954709
1072,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/isaia-cordinier_1573640
1073,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/romy-bar_1898794
1074,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/mya-hollingshed_1550027
1075,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/maria-araujo_1958545
1076,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/tina-krajisnik_1948702
1077,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/india-pagan_1550025
1078,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/iliana-rupert_1573454
1079,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/alex-abrines_1958457
1080,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/a-ja-wilson_1954757
1081,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ezinne-kalu_1976238
1082,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/murjanatu-musa_1925869
1083,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/megan-gustafson_1958509
1084,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nikola-jovic_1948413
1085,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/steph-talbot_1939970
1086,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/andrew-nembhard_1974988
1087,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/stephanie-mawuli_1901878
1088,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ru-zhang_1901753
1089,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/marie-guelich_1898841
1090,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/yuta-watanabe_1901954
1091,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/luisa-geiselsoder_1898819
1092,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/jacqueline-benitez_1550032
1093,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/santi-aldama_1958458
1094,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/dario-brizuela_1958471
1095,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/majok-deng_1966028
1096,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ezi-magbegor_1939952
1097,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/mina-djordjevic_1948685
1098,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/xabi-lopez-arostegui_1958520
1099,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/yuan-li_1901740
1100,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/alexis-peterson_1898808
1101,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/didi-louzada_1952494
1102,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/shuyu-yang_1901752
1103,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/georgios-papagiannis_1961275
1104,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/maki-takada_1901888
1105,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/rudy-fernandez_1958498
1106,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kristy-wallace_1939956
1107,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/matthew-strazel_1573660
1108,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/lorenzo-brown_1958472
1109,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/panagiotis-kalaitzakis_1961262
1110,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/kyara-linskens_1895621
1111,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/maria-conde_1958481
1112,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/alina-hartmann_1898817
1113,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/marcelinho-huertas_1952491
1114,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/leticia-romero_1958555
1115,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/julie-vanloo_1915361
1116,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/tayra-melendez_1550042
1117,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/antonia-delaere_1895615
1118,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nicole-enabosi_1916973
1119,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/nanako-todo_1901879
1120,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/mengran-sun_1901756
1121,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/yvonne-ejim_1974952
1122,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/josh-green_1940029
1123,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/sijing-huang_1901744
1124,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/vitor-benite_1952502
1125,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/marieme-badiane_1573440
1126,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ine-joris_1944077
1127,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/cassandre-prosper_1975006
1128,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/maxuella-lisowa-mbaka_1895622
1129,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/isalys-quinones_1550051
1130,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/ali-gibson_1926355
1131,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/franz-wagner_1898850
1132,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/bruno-caboclo_1952466
1133,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/shay-colley_1974942
1134,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/promise-amukamara_1916454
1135,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/lebron-james_1954714
1136,type-team,basketball,basketball,https://olympics.com/en/paris-2024/athlete/dimitris-moraitis_1961272
